Kaupunginosa,Huoneisto,Talotyyppi,Neliömäärä,Velaton hinta,Euroa per neliö,Rakennusvuosi,Kerros,Hissi,Kunto,Energialuokka
Irjala,"3h, k, s, kph, ...",kt,"70,50",130000,1844,1982,1/3,ei,hyvä,"F,2013"
Linnainmaa,"3h,k,p,s",kt,"72,00",115000,1597,1980,2/3,ei,tyyd.,"E,2007"
Kaleva,"3h, avok.,kph,s...",kt,"64,50",222000,3442,2012,3/6,on,hyvä,"D,2013"
Hervanta,"3h, k, erill. w...",kt,"80,00",140794,1760,1987,1/3,ei, ,"C,2007"
Kaleva,"3h,k,p",kt,"56,00",155000,2768,1956,3/4,ei, ,"G,2013"
Peltolammi,"3h,k,kph,vh,las...",kt,"68,00",107000,1574,1968,2/3,on,hyvä,"B,2007"
Amuri,"3h, k, kph, eri...",kt,"79,00",244000,3089,1966,5/6,on,hyvä,"G,2013"
Härmälänranta,"3h,k,kph,s,wc,vh,p",kt,"83,00",255000,3072,2012,3/5,on,hyvä,"D,2013"
Keskusta,"3h, k, las.parv.",kt,"75,00",260000,3467,1963,5/7,on,hyvä,"F,2013"
Vehmainen,"2h,k",kt,"43,00",133300,3100,2019,1/4,on,hyvä,"C,2013"
Kaukajärvi,"2h,k,p",kt,"51,00",126000,2471,2004,2/5,on,hyvä,"F,2013"
Tammela,"2,k",kt,"57,00",170000,2982,1970,4/7,on,huono,"F,2013"
Uusikylä,"2h, kk, kh, las...",kt,"43,50",131000,3011,1973,1/2,ei,hyvä,"D,2007"
Lentävänniemi,"2h, kt, s, p",kt,"44,50",184700,4151,2019,3/5,on,hyvä,"C,2013"
Amuri,"2h, kk, wc/kph,...",kt,"49,00",188000,3837,1950,6/6,on,hyvä,
Onkiniemi,"2h, k,",kt,"58,00",127000,2190,1978,1/7,on, ,"F,2013"
Linnainmaa,2h+kt+s+kph+las...,kt,"43,00",149000,3465,2018,1/7,on,hyvä,
Iidesranta,"oh,mh,avokeitti...",kt,"47,50",155000,3263,1959,5/6,ei,tyyd.,
Rautaharkko,"3h,k,lasip",kt,"74,00",126000,1703,1969,2/3,ei, ,"F,2013"
Kalkku,"3h,k,s",kt,"79,00",110000,1392,1993,1/3,ei, ,"D,2013"
Lapinniemi,"3h,k,kph,s,parvi",kt,"88,00",440000,5000,1899,3/6,on,hyvä,
Hervanta,"3h,k,s,las.parveke",kt,"64,50",231000,3581,2014,16/16,on,hyvä,
Keskusta,"3h, k, kph/wc, ...",kt,"63,00",213000,3381,1962,3/6,on,hyvä,
Hervanta,"3h, k, kph/wc, ...",kt,"74,00",77000,1041,1977,3/8,on,hyvä,
Hervanta,"3h, k, kph, vh,...",kt,"77,50",149000,1923,1983,8/8,on,hyvä,
Lentävänniemi,"3h, kt, s, p",kt,"72,00",287800,3997,2019,4/5,on,hyvä,"C,2013"
Lentävänniemi,"3h, kt, s, p",kt,"68,00",301400,4432,2019,4/5,on,hyvä,"C,2013"
Tammela,"3h,k,p",kt,"72,00",220000,3056,1968,3/6,on, ,"D,2007"
Kaleva,"3h, k, kph, las...",kt,"54,50",167000,3064,1957,3/6,on,hyvä,
Hervanta,"3h, k, s, kph, ...",kt,"78,50",110000,1401,1980,1/6,on,hyvä,"F,2013"
Lentävänniemi,"3h, kt, s, p",kt,"78,50",321700,4098,2019,2/5,on,hyvä,"C,2013"
Hervanta,"3h, k, kh, vh, ...",kt,"77,50",94000,1213,1982,5/8,on,tyyd.,"G,2013"
Keskusta,"3h, k, s/kph/wc...",kt,"84,00",366944,4368,1952,8/8,on,hyvä,"F,2013"
Peltolammi,"3h,k,wc,kph,p",kt,"73,00",103000,1411,1967,2/6,on, ,"G,2007"
Tammela,"3h, k, kph/wc, ...",kt,"69,00",225000,3261,1976,2/7,on,hyvä,"E,2013"
Ristinarkku,"3h,k",kt,"62,00",208600,3365,2019,3/7,on,hyvä,"C,2013"
Ristinarkku,"3h,k",kt,"62,00",215900,3482,2019,4/7,on,hyvä,"C,2013"
Ristinarkku,"3h,k",kt,"62,00",198800,3206,2019,2/7,on,hyvä,"C,2013"
Kaleva,"2h,k,kph,p",kt,"50,00",146000,2920,1961,2/6,on,tyyd.,"F,2013"
Lentävänniemi,"2h, k, kph, s, p",kt,"56,50",145000,2566,2005,5/5,ei,hyvä,"F,2013"
Tammela,"3h,k,kph/wc,las...",kt,"75,50",265000,3510,1951,2/5,on,hyvä,
Hervanta,"3h,k,kph,vh,las.p",kt,"70,00",103000,1471,1974,4/8,on,tyyd.,"F,2013"
Lentävänniemi,"3h, kt",kt,"64,00",253609,3963,2019,4/6,on, ,"C,2013"
Ratina,2-3h+k+sauna+kp...,kt,"67,50",295000,4370,2011,2/9,on,hyvä,
Amuri,"3h, k, kph, p",kt,"72,00",237000,3292,1955,4/6,on,hyvä,"G,2013"
Tesoma,"3h, k, kh/wc, p",kt,"65,50",97000,1481,1967,5/5,on,hyvä,"D,2007"
Takahuhti,"3h,k,p",kt,"67,00",150000,2239,1970,3/3,ei,hyvä,"F,2013"
Niemenranta,"3h, k, kph, s, ...",kt,"76,00",205000,2697,2012,3/6,on,hyvä,"D,2013"
Hervanta,"3h,k,kph,s,wc,v...",kt,"80,00",105000,1313,1987,2/3,ei,tyyd.,"C,2007"
Ratina,"3h, k, rt, eril...",kt,"90,00",585000,6500,2009,4/5,on,hyvä,
Tampella,"3h,k,psh,s,lasi...",kt,"73,00",339000,4644,1999,5/8,on,hyvä,"D,2013"
Härmälä,"3h,k,kph,s,p",kt,"76,00",299000,3934,2002,1/5,on,hyvä,
Ratina,"3h, k, kph, wc,...",kt,"86,50",590000,6821,2010,4/5,on,hyvä,"F,2013"
Vehmainen,"3h,k,s",kt,"64,00",206375,3225,2019,4/4,on,hyvä,"C,2013"
Niemenranta,"3h, k, s",kt,"67,00",247000,3687,2017,4/6,on,hyvä,
Tesoma,"3h,k,p",kt,"75,00",121500,1620,1969,1/3,ei,hyvä,"E,2013"
Kalkku,"oh, k, 2 mh, vh...",kt,"69,50",119500,1719,1989,2/2,ei,hyvä,
Ratina,"3h,k,s,lasit.p",kt,"97,00",715000,7371,2011,7/8,on,hyvä,"E,2013"
Hatanpää,3h+k+s,kt,"78,00",219000,2808,2002,1/5,on,hyvä,"F,2013"
Härmälänranta,"3h, k, rt, vh, ...",kt,"110,00",482000,4382,2008,5/5,on,hyvä,"E,2013"
Irjala,"3h, k, p(lasite...",kt,"75,00",133000,1773,1982,2/3,ei,hyvä,"F,2013"
Hervanta,"3h, k, vh, lasi...",kt,"77,50",100000,1290,1983,1/8,on,hyvä,
Hervanta,"3h, k, kph",kt,"70,00",82000,1171,1976,6/7,on,hyvä,"E,2013"
Lentävänniemi,"3h,k,s",kt,"98,00",367000,3745,2018,1/6,on, ,C
Annala,3h+k+s+vh+parveke,kt,"80,00",133500,1669,1985,2/3,ei,hyvä,"E,2013"
Hervanta,"3h, k, kph, las...",kt,"75,50",95000,1258,1977,5/5,on,hyvä,
Kaleva,"3h,k",kt,"81,00",190000,2346,1965,6/9,on,tyyd.,"F,2013"
Vuores,"3h, k, s, lasit...",kt,"58,00",168000,2897,2015,6/7,on,hyvä,"C,2013"
Linnainmaa,3h+k+s+lasitett...,kt,"75,00",167000,2227,1979,3/5,on,hyvä,"F,2018"
Härmälänranta,"3h,k,s,p,rp",kt,"68,00",249746,3673,2019,2/3,ei,hyvä,"C,2013"
Härmälänranta,"3-4 h, kt, kph/...",kt,"70,50",290000,4113,2017,4/6,on,hyvä,
Tampella,"3h,kt,kph,s,wc,...",kt,"77,00",329000,4273,1999,6/7,on,hyvä,"F,2013"
Pyynikki,"3h,k,kh,p",kt,"86,00",256000,2977,1963,4/6,on, ,"F,2013"
Hervanta,"3h,k,kph,s,lasit.p",kt,"75,00",108000,1440,1988,1/3,ei,tyyd.,"F,2013"
Hervanta,"3h, k, kph, vh, p",kt,"75,50",115000,1523,1978,8/8,on,hyvä,"D,2007"
Kaakinmaa,3h+k+kph+wc+vh+...,kt,"68,00",210001,3088,1969,5/7,on,hyvä,"F,2013"
Hervanta,"3h,k,kph,s,wc,l...",kt,"76,00",150000,1974,1990,1/8,on,tyyd.,"E,2013"
Keskusta,"3h, k",kt,"111,00",460000,4144,1957,6/6,ei,hyvä,"D,2007"
Tesoma,"3 h, k, vh, wc,...",kt,"75,00",116000,1547,1971,2/3,ei,hyvä,"D,2018"
